company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay_minutes,time_pressure_ratio,ground_time_variance,ground_time_efficiency,total_passengers,total_children,basic_economy_pax,stroller_users,lap_children,pnr_count,load_factor,children_ratio,basic_economy_ratio,avg_party_size,wheelchair_requests,unaccompanied_minors,total_ssrs,ssr_intensity,aircraft_size_category,departure_country,arrival_country,is_international,from_major_hub,to_major_hub,is_express,difficulty_score
UA,307,2025-08-14,ORD,COS,2025-08-14T09:15:00Z,2025-08-14T11:08:00Z,2025-08-14T09:11:00Z,2025-08-14T10:44:00Z,179,B737-MAX9,Mainline,94,85,56,-4.0,-0.40425531914893614,-0.09574468085106383,1.6785714285714286,147,7,22,3,2,94,0.8212290502793296,0.047619047619047616,0.14965986394557823,1.5638297872340425,4,0,4,0.027210884353741496,Medium,US,US,0,1,0,0,0.41439157792166254
UA,1538,2025-08-08,ORD,SAV,2025-08-08T11:05:00Z,2025-08-08T14:34:00Z,2025-08-08T10:59:00Z,2025-08-08T14:11:00Z,126,B737-700,Mainline,100,108,43,-6.0,-0.57,0.08,2.3255813953488373,188,13,2,5,3,85,1.492063492063492,0.06914893617021277,0.010638297872340425,2.211764705882353,7,0,7,0.03723404255319149,Medium,US,US,0,1,0,0,0.4510083211538756
UA,1006,2025-08-02,ORD,LGA,2025-08-02T18:00:00Z,2025-08-02T21:20:00Z,2025-08-02T19:00:00Z,2025-08-02T22:10:00Z,166,B737-800,Mainline,63,55,51,60.0,-0.19047619047619047,-0.12698412698412698,1.2352941176470589,199,11,26,1,0,126,1.1987951807228916,0.05527638190954774,0.1306532663316583,1.5793650793650793,13,3,16,0.08040201005025126,Medium,US,US,0,1,0,0,0.4572000245331874
G7,4395,2025-08-14,ORD,TVC,2025-08-14T18:15:00Z,2025-08-14T20:38:00Z,2025-08-14T19:41:00Z,2025-08-14T21:46:00Z,50,CRJ-550,Express,132,124,29,86.0,-0.7803030303030303,-0.06060606060606061,4.551724137931035,51,1,1,0,1,36,1.02,0.0196078431372549,0.0196078431372549,1.4166666666666667,8,0,8,0.1568627450980392,Small,US,US,0,1,0,1,0.38782085316377213
UA,1538,2025-08-06,ORD,SAV,2025-08-06T11:05:00Z,2025-08-06T14:34:00Z,2025-08-06T10:57:00Z,2025-08-06T14:09:00Z,126,B737-700,Mainline,95,81,43,-8.0,-0.5473684210526316,-0.14736842105263157,2.2093023255813953,116,3,10,0,0,77,0.9206349206349206,0.02586206896551724,0.08620689655172414,1.5064935064935066,7,2,9,0.07758620689655173,Medium,US,US,0,1,0,0,0.4096417602708374
UA,2138,2025-08-08,ORD,LGA,2025-08-08T14:05:00Z,2025-08-08T17:27:00Z,2025-08-08T14:01:00Z,2025-08-08T17:13:00Z,166,B737-800,Mainline,62,87,51,-4.0,-0.1774193548387097,0.4032258064516129,1.2156862745098038,167,3,32,0,0,127,1.0060240963855422,0.017964071856287425,0.19161676646706588,1.31496062992126,2,0,2,0.011976047904191617,Medium,US,US,0,1,0,0,0.40711402090205806
G7,4481,2025-08-15,ORD,GRR,2025-08-15T07:00:00Z,2025-08-15T09:07:00Z,2025-08-15T06:56:00Z,2025-08-15T09:01:00Z,50,CRJ-550,Express,644,632,29,-4.0,-0.9549689440993789,-0.018633540372670808,22.20689655172414,41,0,7,0,0,36,0.82,0.0,0.17073170731707318,1.1388888888888888,0,0,0,0.0,Small,US,US,0,1,0,1,0.3803478671957412
OO,5108,2025-08-14,ORD,SLN,2025-08-14T16:45:00Z,2025-08-14T18:50:00Z,2025-08-14T16:39:00Z,2025-08-14T18:33:00Z,50,CRJ-200,Express,85,82,29,-6.0,-0.6588235294117647,-0.03529411764705882,2.9310344827586206,47,2,2,0,0,27,0.94,0.0425531914893617,0.0425531914893617,1.7407407407407407,5,0,5,0.10638297872340426,Small,US,US,0,1,0,1,0.4037772698200949
YX,3568,2025-08-15,ORD,YYZ,2025-08-15T10:50:00Z,2025-08-15T13:42:00Z,2025-08-15T10:48:00Z,2025-08-15T13:40:00Z,76,ERJ-175,Express,75,64,42,-2.0,-0.44,-0.14666666666666667,1.7857142857142858,83,1,5,0,1,64,1.0921052631578947,0.012048192771084338,0.060240963855421686,1.296875,2,0,2,0.024096385542168676,Small,US,CA,1,1,0,1,0.38769347035604834
OO,4739,2025-08-03,ORD,GRB,2025-08-03T15:35:00Z,2025-08-03T16:48:00Z,2025-08-03T15:34:00Z,2025-08-03T16:40:00Z,50,CRJ-200,Express,69,63,29,-1.0,-0.5797101449275363,-0.08695652173913043,2.3793103448275863,61,3,6,1,1,44,1.22,0.04918032786885246,0.09836065573770492,1.3863636363636365,1,0,1,0.01639344262295082,Small,US,US,0,1,0,1,0.41605987740257644
UA,664,2025-08-02,ORD,LGA,2025-08-02T16:00:00Z,2025-08-02T19:20:00Z,2025-08-02T16:01:00Z,2025-08-02T19:10:00Z,166,B737-800,Mainline,400,59,51,1.0,-0.8725,-0.8525,7.8431372549019605,198,11,34,3,1,127,1.1927710843373494,0.05555555555555555,0.1717171717171717,1.5590551181102361,10,1,11,0.05555555555555555,Medium,US,US,0,1,0,0,0.4557030184929522
OO,5517,2025-08-04,ORD,PVD,2025-08-04T18:15:00Z,2025-08-04T21:54:00Z,2025-08-04T18:14:00Z,2025-08-04T21:40:00Z,76,ERJ-175,Express,87,86,34,-1.0,-0.6091954022988506,-0.011494252873563218,2.5588235294117645,78,2,0,2,0,64,1.0263157894736843,0.02564102564102564,0.0,1.21875,8,0,8,0.10256410256410256,Small,US,US,0,1,0,1,0.3806461572418597
UA,1156,2025-08-08,ORD,MSY,2025-08-08T19:55:00Z,2025-08-08T22:25:00Z,2025-08-08T20:14:00Z,2025-08-08T22:35:00Z,179,B737-900,Mainline,62,61,56,19.0,-0.0967741935483871,-0.016129032258064516,1.1071428571428572,215,12,37,4,2,128,1.2011173184357542,0.05581395348837209,0.17209302325581396,1.6796875,6,0,6,0.027906976744186046,Medium,US,US,0,1,0,0,0.4438465967887187
G7,4387,2025-08-06,ORD,CID,2025-08-06T09:20:00Z,2025-08-06T10:40:00Z,2025-08-06T09:05:00Z,2025-08-06T10:30:00Z,50,CRJ-550,Express,75,73,29,-15.0,-0.6133333333333333,-0.02666666666666667,2.586206896551724,67,4,0,1,0,41,1.34,0.05970149253731343,0.0,1.6341463414634145,0,0,0,0.0,Small,US,US,0,1,0,1,0.41353570038024245
UA,1361,2025-08-11,ORD,STL,2025-08-11T21:20:00Z,2025-08-11T22:45:00Z,2025-08-11T21:40:00Z,2025-08-11T23:34:00Z,126,A319-100,Mainline,60,52,43,20.0,-0.2833333333333333,-0.13333333333333333,1.3953488372093024,137,6,13,0,0,104,1.0873015873015872,0.043795620437956206,0.0948905109489051,1.3173076923076923,10,0,10,0.072992700729927,Medium,US,US,0,1,0,0,0.41457271553301145
UA,2323,2025-08-03,ORD,MCO,2025-08-03T09:15:00Z,2025-08-03T13:10:00Z,2025-08-03T09:09:00Z,2025-08-03T12:48:00Z,200,A321-2NX,Mainline,97,99,62,-6.0,-0.36082474226804123,0.020618556701030927,1.564516129032258,297,24,14,5,2,125,1.485,0.08080808080808081,0.04713804713804714,2.376,4,0,4,0.013468013468013467,Medium,US,US,0,1,0,0,0.4630451637131674
OO,5229,2025-08-13,ORD,ILM,2025-08-13T11:59:00Z,2025-08-13T15:24:00Z,2025-08-13T11:54:00Z,2025-08-13T14:59:00Z,76,ERJ-175,Express,47,39,34,-5.0,-0.2765957446808511,-0.1702127659574468,1.3823529411764706,62,2,7,1,0,45,0.8157894736842105,0.03225806451612903,0.11290322580645161,1.3777777777777778,0,0,0,0.0,Small,US,US,0,1,0,1,0.388611817909441
YX,3700,2025-08-02,ORD,BNA,2025-08-02T07:25:00Z,2025-08-02T09:13:00Z,2025-08-02T07:40:00Z,2025-08-02T09:15:00Z,76,ERJ-175,Express,5,33,34,15.0,5.8,5.6,0.14705882352941177,80,1,13,0,0,59,1.0526315789473684,0.0125,0.1625,1.3559322033898304,4,0,4,0.05,Small,US,US,0,1,0,1,0.3872176079142641
G7,4610,2025-08-15,ORD,XNA,2025-08-15T12:41:00Z,2025-08-15T14:35:00Z,2025-08-15T12:38:00Z,2025-08-15T14:28:00Z,50,CRJ-550,Express,59,71,29,-3.0,-0.5084745762711864,0.2033898305084746,2.0344827586206895,52,2,2,0,0,38,1.04,0.038461538461538464,0.038461538461538464,1.368421052631579,0,0,0,0.0,Small,US,US,0,1,0,1,0.3891866153992646
UA,1414,2025-08-13,ORD,BOI,2025-08-13T08:45:00Z,2025-08-13T11:43:00Z,2025-08-13T08:40:00Z,2025-08-13T11:09:00Z,150,A320-200,Mainline,59,78,46,-5.0,-0.22033898305084745,0.3220338983050847,1.2826086956521738,158,8,12,5,0,104,1.0533333333333332,0.05063291139240506,0.0759493670886076,1.5192307692307692,12,0,12,0.0759493670886076,Medium,US,US,0,1,0,0,0.42025725380294193
UA,1156,2025-08-13,ORD,MSY,2025-08-13T19:55:00Z,2025-08-13T22:25:00Z,2025-08-13T19:56:00Z,2025-08-13T22:17:00Z,179,B737-MAX9,Mainline,73,62,56,1.0,-0.2328767123287671,-0.1506849315068493,1.3035714285714286,72,2,9,1,0,60,0.4022346368715084,0.027777777777777776,0.125,1.2,5,0,5,0.06944444444444445,Medium,US,US,0,1,0,0,0.3717436217831307
UA,247,2025-08-13,ORD,OMA,2025-08-13T12:45:00Z,2025-08-13T14:22:00Z,2025-08-13T12:38:00Z,2025-08-13T14:07:00Z,150,A320-200,Mainline,69,86,46,-7.0,-0.3333333333333333,0.2463768115942029,1.5,114,5,5,0,0,86,0.76,0.043859649122807015,0.043859649122807015,1.3255813953488371,1,0,1,0.008771929824561403,Medium,US,US,0,1,0,0,0.3803067891286787
UA,2378,2025-08-08,ORD,LAX,2025-08-08T21:42:00Z,2025-08-09T00:15:00Z,2025-08-08T21:50:00Z,2025-08-08T23:59:00Z,200,A321-2NX,Mainline,77,94,62,8.0,-0.19480519480519481,0.22077922077922077,1.2419354838709677,238,15,17,5,1,145,1.19,0.06302521008403361,0.07142857142857142,1.6413793103448275,9,0,9,0.037815126050420166,Medium,US,US,0,1,0,0,0.43118223923372784
OO,5930,2025-08-14,ORD,FAR,2025-08-14T13:20:00Z,2025-08-14T15:29:00Z,2025-08-14T15:00:00Z,2025-08-14T16:49:00Z,50,CRJ-200,Express,205,91,29,100.0,-0.8585365853658536,-0.5560975609756098,7.068965517241379,53,1,6,0,2,42,1.06,0.018867924528301886,0.11320754716981132,1.2619047619047619,29,0,29,0.5471698113207547,Small,US,US,0,1,0,1,0.43156165108824907
YX,3628,2025-08-11,ORD,IND,2025-08-11T17:50:00Z,2025-08-11T20:03:00Z,2025-08-11T17:45:00Z,2025-08-11T19:54:00Z,76,ERJ-175,Express,45,38,34,-5.0,-0.24444444444444444,-0.15555555555555556,1.3235294117647058,76,0,5,0,0,66,1.0,0.0,0.06578947368421052,1.1515151515151516,14,0,14,0.18421052631578946,Small,US,US,0,1,0,1,0.3830666967032281
OO,5564,2025-08-01,ORD,SBN,2025-08-01T14:20:00Z,2025-08-01T16:18:00Z,2025-08-01T14:29:00Z,2025-08-01T16:29:00Z,50,CRJ-550,Express,57,87,29,9.0,-0.49122807017543857,0.5263157894736842,1.9655172413793103,55,1,3,1,1,43,1.1,0.01818181818181818,0.05454545454545454,1.2790697674418605,0,0,0,0.0,Small,US,US,0,1,0,1,0.383292564364698
UA,2361,2025-08-13,ORD,LAX,2025-08-13T07:10:00Z,2025-08-13T09:40:00Z,2025-08-13T07:07:00Z,2025-08-13T09:15:00Z,234,B757-300,Mainline,662,498,66,-3.0,-0.9003021148036254,-0.24773413897280966,10.030303030303031,143,5,7,1,0,103,0.6111111111111112,0.03496503496503497,0.04895104895104895,1.3883495145631068,0,0,0,0.0,Large,US,US,0,1,0,0,0.37699160463544046
YX,3520,2025-08-05,ORD,CVG,2025-08-05T21:16:00Z,2025-08-05T23:46:00Z,2025-08-05T21:16:00Z,2025-08-05T23:30:00Z,76,ERJ-175,Express,162,166,34,0.0,-0.7901234567901234,0.024691358024691357,4.764705882352941,71,4,10,1,2,49,0.9342105263157895,0.056338028169014086,0.14084507042253522,1.4489795918367347,6,0,6,0.08450704225352113,Small,US,US,0,1,0,1,0.42279974630324724
G7,4546,2025-08-06,ORD,AVP,2025-08-06T18:35:00Z,2025-08-06T21:43:00Z,2025-08-06T19:14:00Z,2025-08-06T22:06:00Z,50,CRJ-550,Express,-5,23,29,39.0,0.0,0.0,-0.1724137931034483,46,0,2,0,0,41,0.92,0.0,0.043478260869565216,1.1219512195121952,8,0,8,0.17391304347826086,Small,US,US,0,1,0,1,0.3665080599623202
OO,5362,2025-08-14,ORD,MKE,2025-08-14T21:40:00Z,2025-08-14T22:45:00Z,2025-08-14T21:35:00Z,2025-08-14T22:20:00Z,50,CRJ-200,Express,90,66,29,-5.0,-0.6777777777777778,-0.26666666666666666,3.103448275862069,60,3,5,1,0,34,1.2,0.05,0.08333333333333333,1.7647058823529411,14,0,14,0.23333333333333334,Small,US,US,0,1,0,1,0.43964556711032576
OO,5251,2025-08-03,ORD,ASE,2025-08-03T19:35:00Z,2025-08-03T21:44:00Z,2025-08-03T19:43:00Z,2025-08-03T22:00:00Z,70,ERJ-175,Express,68,91,34,8.0,-0.5,0.3382352941176471,2.0,73,4,8,1,0,49,1.042857142857143,0.0547945205479452,0.1095890410958904,1.489795918367347,4,1,5,0.0684931506849315,Small,US,US,0,1,0,1,0.42454019631998474
G7,4429,2025-08-07,ORD,FSD,2025-08-07T15:52:00Z,2025-08-07T17:44:00Z,2025-08-07T15:51:00Z,2025-08-07T17:36:00Z,50,CRJ-550,Express,57,78,29,-1.0,-0.49122807017543857,0.3684210526315789,1.9655172413793103,50,1,0,0,0,34,1.0,0.02,0.0,1.4705882352941178,7,0,7,0.14,Small,US,US,0,1,0,1,0.3828636452236489
UA,1899,2025-08-01,ORD,YYC,2025-08-01T20:05:00Z,2025-08-01T22:53:00Z,2025-08-01T21:19:00Z,2025-08-01T23:47:00Z,126,A319-100,Mainline,70,102,52,74.0,-0.2571428571428571,0.45714285714285713,1.3461538461538463,178,13,14,4,0,81,1.4126984126984128,0.07303370786516854,0.07865168539325842,2.197530864197531,10,2,12,0.06741573033707865,Medium,US,CA,1,1,0,0,0.4800658457403302
UA,2137,2025-08-03,ORD,SLC,2025-08-03T09:02:00Z,2025-08-03T11:40:00Z,2025-08-03T09:00:00Z,2025-08-03T11:40:00Z,166,B737-800,Mainline,68,76,51,-2.0,-0.25,0.11764705882352941,1.3333333333333333,180,9,16,4,1,114,1.0843373493975903,0.05,0.08888888888888889,1.5789473684210527,7,0,7,0.03888888888888889,Medium,US,US,0,1,0,0,0.41937444595756995
UA,1576,2025-08-10,ORD,LGA,2025-08-10T20:00:00Z,2025-08-10T23:22:00Z,2025-08-10T20:00:00Z,2025-08-10T23:34:00Z,166,B737-800,Mainline,80,73,51,0.0,-0.3625,-0.0875,1.5686274509803921,170,2,34,0,0,148,1.0240963855421688,0.011764705882352941,0.2,1.1486486486486487,4,0,4,0.023529411764705882,Medium,US,US,0,1,0,0,0.4044860459937264
UA,2004,2025-08-11,ORD,SYR,2025-08-11T13:45:00Z,2025-08-11T16:44:00Z,2025-08-11T13:53:00Z,2025-08-11T16:39:00Z,150,A320-200,Mainline,84,102,46,8.0,-0.4523809523809524,0.21428571428571427,1.826086956521739,171,7,11,3,3,128,1.14,0.04093567251461988,0.06432748538011696,1.3359375,14,2,16,0.0935672514619883,Medium,US,US,0,1,0,0,0.4260558826473043
UA,343,2025-08-02,ORD,SFO,2025-08-02T10:53:00Z,2025-08-02T13:40:00Z,2025-08-02T10:52:00Z,2025-08-02T13:23:00Z,200,A321-2NX,Mainline,1079,1115,62,-1.0,-0.9425393883225208,0.033364226135310475,17.403225806451612,274,22,14,4,1,149,1.37,0.08029197080291971,0.051094890510948905,1.8389261744966443,2,2,4,0.014598540145985401,Medium,US,US,0,1,0,0,0.455581420893064
UA,2370,2025-08-11,ORD,BOS,2025-08-11T14:28:00Z,2025-08-11T18:06:00Z,2025-08-11T14:28:00Z,2025-08-11T18:06:00Z,179,B737-900,Mainline,79,69,56,0.0,-0.2911392405063291,-0.12658227848101267,1.4107142857142858,201,5,10,2,1,150,1.1229050279329609,0.024875621890547265,0.04975124378109453,1.34,15,0,15,0.07462686567164178,Medium,US,US,0,1,0,0,0.4039585039562798
UA,2189,2025-08-01,ORD,LGA,2025-08-01T13:00:00Z,2025-08-01T16:20:00Z,2025-08-01T12:56:00Z,2025-08-01T15:56:00Z,166,B737-MAX8,Mainline,96,94,60,-4.0,-0.375,-0.020833333333333332,1.6,186,6,30,1,1,126,1.1204819277108433,0.03225806451612903,0.16129032258064516,1.4761904761904763,2,0,2,0.010752688172043012,Medium,US,US,0,1,0,0,0.41805703660705823
UA,481,2025-08-12,ORD,RNO,2025-08-12T19:52:00Z,2025-08-12T22:19:00Z,2025-08-12T22:01:00Z,2025-08-13T00:27:00Z,126,B737-700,Mainline,95,51,43,129.0,-0.5473684210526316,-0.4631578947368421,2.2093023255813953,77,3,10,0,0,53,0.6111111111111112,0.03896103896103896,0.12987012987012986,1.4528301886792452,5,0,5,0.06493506493506493,Medium,US,US,0,1,0,0,0.39680363341460045
UA,1209,2025-08-15,ORD,EWR,2025-08-15T21:25:00Z,2025-08-16T00:46:00Z,2025-08-15T21:30:00Z,2025-08-16T00:46:00Z,179,B737-900,Mainline,67,55,56,5.0,-0.16417910447761194,-0.1791044776119403,1.1964285714285714,218,13,58,5,1,139,1.217877094972067,0.05963302752293578,0.26605504587155965,1.5683453237410072,7,0,7,0.03211009174311927,Medium,US,US,0,1,0,0,0.46322351267557293
UA,2177,2025-08-15,ORD,MSN,2025-08-15T14:00:00Z,2025-08-15T15:03:00Z,2025-08-15T14:30:00Z,2025-08-15T15:36:00Z,126,A319-100,Mainline,9,42,43,30.0,3.7777777777777777,3.6666666666666665,0.20930232558139536,138,4,5,1,2,105,1.0952380952380953,0.028985507246376812,0.036231884057971016,1.3142857142857143,14,0,14,0.10144927536231885,Medium,US,US,0,1,0,0,0.38982253054526983
UA,909,2025-08-13,ORD,AMS,2025-08-13T18:15:00Z,2025-08-14T09:20:00Z,2025-08-13T18:49:00Z,2025-08-14T09:24:00Z,243,B787-8,Mainline,280,319,95,34.0,-0.6607142857142857,0.1392857142857143,2.9473684210526314,262,6,0,0,1,149,1.0781893004115226,0.022900763358778626,0.0,1.7583892617449663,24,0,24,0.0916030534351145,Large,US,NL,1,1,0,0,0.42252738536478796
UA,1584,2025-08-05,ORD,LAX,2025-08-05T10:50:00Z,2025-08-05T13:23:00Z,2025-08-05T10:50:00Z,2025-08-05T13:03:00Z,200,A321-2NX,Mainline,711,739,62,0.0,-0.9127988748241913,0.03938115330520394,11.46774193548387,265,19,28,4,5,159,1.325,0.07169811320754717,0.10566037735849057,1.6666666666666667,0,1,1,0.0037735849056603774,Medium,US,US,0,1,0,0,0.44754364437020633
YX,3690,2025-08-13,ORD,IND,2025-08-13T15:40:00Z,2025-08-13T17:53:00Z,2025-08-13T15:31:00Z,2025-08-13T17:36:00Z,76,ERJ-175,Express,57,45,34,-9.0,-0.40350877192982454,-0.21052631578947367,1.6764705882352942,68,0,1,0,1,60,0.8947368421052632,0.0,0.014705882352941176,1.1333333333333333,0,0,0,0.0,Small,US,US,0,1,0,1,0.35208206898925837
YX,3542,2025-08-15,ORD,YUL,2025-08-15T17:58:00Z,2025-08-15T21:29:00Z,2025-08-15T17:53:00Z,2025-08-15T21:27:00Z,76,ERJ-175,Express,53,71,42,-5.0,-0.20754716981132076,0.33962264150943394,1.2619047619047619,83,2,4,1,1,61,1.0921052631578947,0.024096385542168676,0.04819277108433735,1.360655737704918,2,0,2,0.024096385542168676,Small,US,CA,1,1,0,1,0.3924471012528706
OO,4791,2025-08-14,ORD,SBN,2025-08-14T10:35:00Z,2025-08-14T12:33:00Z,2025-08-14T10:27:00Z,2025-08-14T12:20:00Z,50,CRJ-550,Express,56,32,29,-8.0,-0.48214285714285715,-0.42857142857142855,1.9310344827586208,59,3,2,2,0,46,1.18,0.05084745762711865,0.03389830508474576,1.2826086956521738,6,0,6,0.1016949152542373,Small,US,US,0,1,0,1,0.40689903440901243
UA,2011,2025-08-11,ORD,YVR,2025-08-11T08:48:00Z,2025-08-11T11:33:00Z,2025-08-11T09:00:00Z,2025-08-11T11:29:00Z,150,A320-200,Mainline,67,103,60,12.0,-0.1044776119402985,0.5373134328358209,1.1166666666666667,162,5,3,0,0,99,1.08,0.030864197530864196,0.018518518518518517,1.6363636363636365,4,0,4,0.024691358024691357,Medium,US,CA,1,1,0,0,0.40000625022989994
UA,1946,2025-08-15,ORD,LGA,2025-08-15T15:00:00Z,2025-08-15T18:20:00Z,2025-08-15T14:59:00Z,2025-08-15T18:15:00Z,166,B737-MAX8,Mainline,105,114,51,-1.0,-0.5142857142857142,0.08571428571428572,2.0588235294117645,196,10,40,1,2,125,1.180722891566265,0.05102040816326531,0.20408163265306123,1.568,10,4,14,0.07142857142857142,Medium,US,US,0,1,0,0,0.471232181680975
OO,5292,2025-08-02,ORD,MTY,2025-08-02T08:45:00Z,2025-08-02T11:41:00Z,2025-08-02T08:41:00Z,2025-08-02T11:46:00Z,76,ERJ-175,Express,756,749,42,-4.0,-0.9444444444444444,-0.009259259259259259,18.0,87,4,8,0,0,52,1.144736842105263,0.04597701149425287,0.09195402298850575,1.6730769230769231,2,0,2,0.022988505747126436,Small,US,MX,1,1,0,1,0.4249107221479564
UA,845,2025-08-12,ORD,GRU,2025-08-12T21:20:00Z,2025-08-13T09:30:00Z,2025-08-12T23:15:00Z,2025-08-13T11:30:00Z,318,B787-10,Mainline,300,379,155,115.0,-0.48333333333333334,0.2633333333333333,1.935483870967742,260,11,2,5,1,166,0.8176100628930818,0.04230769230769231,0.007692307692307693,1.5662650602409638,50,0,50,0.19230769230769232,Large,US,BR,1,1,0,0,0.4439308440265279
YX,3525,2025-08-13,ORD,YYZ,2025-08-13T16:43:00Z,2025-08-13T19:37:00Z,2025-08-13T16:41:00Z,2025-08-13T19:31:00Z,76,ERJ-175,Express,58,78,42,-2.0,-0.27586206896551724,0.3448275862068966,1.380952380952381,90,5,4,1,0,63,1.1842105263157894,0.05555555555555555,0.044444444444444446,1.4285714285714286,1,0,1,0.011111111111111112,Small,US,CA,1,1,0,1,0.41272920118823503
